,hate-speech,Human cn,contranarrativa,Ofensividad,Postura,Informatividad,Veracidad,Edición,Comparación H-M,Comentarios,target
2993,Creo que los musulmanes son terroristas y que tenemos que prohibir el Islam para vivir en un país seguro.,"La afirmación anterior es falsa, si realmente te importara sabrías que hay una diferencia sustancial entre musulmanes y terroristas, esa es la razón misma por la que se aplican las leyes antiterroristas.","Creo que es importante recordar que no todos los musulmanes son terroristas y que, de hecho, la gran mayoría de ellos son personas pacíficas y respetuosas. Prohibir una religión entera basándose en las acciones de unos pocos extremistas no es justo ni efectivo para promover la seguridad y la convivencia en un país. En lugar de eso, debemos centrarnos en combatir el extremismo y promover el entendimiento y la tolerancia entre diferentes culturas y religiones.",1,3,3,3,0,2,,MUSULMANES
2994,"Los musulmanes son todos terroristas, no tienen nada que aportar a nuestra sociedad.",Hay muchos musulmanes en este mundo que ayudan a crear nuevos puestos de trabajo y a generar nueva riqueza para nuestro país. Hay muchos musulmanes en todo el mundo que están encantados de hablar de su religión y compartir sus historias.,"Es fundamental recordar que no se puede generalizar a toda una comunidad basándose en las acciones de unos pocos individuos extremistas. Los musulmanes, como cualquier otro grupo de personas, tienen una gran diversidad de creencias, valores y contribuciones que ofrecer a nuestra sociedad. Juzgar a alguien por su religión en lugar de sus acciones individuales es injusto y discriminatorio.",1,3,2,3,0,2,,MUSULMANES
2995,El Islam es el enemigo de Occidente. Debemos seguir luchando contra los musulmanes.,El islam es una religión pacífica y tolerante. Razonar en términos de fronteras y puntos cardinales no tiene nada que ver con ello.,"El Islam, como cualquier otra religión, no debe ser juzgado por los actos de unos pocos extremistas. En su lugar, debemos enfocarnos en construir puentes y fomentar la comprensión entre las diferentes culturas y creencias para lograr una convivencia pacífica y armoniosa.",1,3,2,3,0,2,,MUSULMANES
2996,El Islam no tiene cabida en una democracia moderna.,¿Por qué el islam no tiene cabida en una democracia? El islam es una fe pacífica y democrática con valores universalistas que ha demostrado una y otra vez ser mucho más pacífica y tolerante que las ideas fundamentalistas extremistas violentas vomitadas por extremistas como el Isis.,"La democracia moderna se basa en la inclusión y el respeto a las diferentes creencias y culturas. El Islam, como cualquier otra religión, tiene el derecho de coexistir y ser parte de una sociedad democrática.",1,3,3,3,0,2,,MUSULMANES
2997,"Los musulmanes quieren vivir aquí, pero al final no son compatibles con nuestra sociedad. Una Europa sin musulmanes es una situación en la que todos ganan.",Hay muchos musulmanes en Europa y muchos están muy contentos con su vida en nuestra sociedad. ¿Cómo puede ser una situación beneficiosa para ellos? Por no mencionar que la limpieza étnica es un delito según el derecho internacional...,"Creo que es importante recordar que cada individuo es único y no se puede generalizar a toda una comunidad religiosa. Hay musulmanes que han contribuido significativamente a la sociedad europea en diversos campos, y es fundamental fomentar la inclusión y el entendimiento mutuo en lugar de la división y la intolerancia.",1,3,3,3,0,2,,MUSULMANES
2998,Todos los musulmanes están dispuestos a matar a quienes decidan abandonar el islam.,Sólo un número muy reducido de extremistas que ven el islam a través de un estrecho ojo de cerradura de justicia propia apoyan el concepto de takfirismo. No podemos asociarlo con todos los creyentes.,"Eso es una generalización injusta e incorrecta. Los musulmanes son individuos con sus propias creencias y valores, y no todos interpretan o practican su fe de la misma manera. En una sociedad tolerante y diversa, debemos respetar las creencias de los demás y no hacer suposiciones basadas en estereotipos negativos.",1,3,3,3,0,2,,MUSULMANES
2999,Los musulmanes vienen aquí para forzar la conversión a su religión.,"Los musulmanes tienen la oportunidad de estudiar y aprender en nuestras escuelas, lo que no significa que puedan imponer sus creencias a los demás.","No estoy de acuerdo con esa afirmación. Los musulmanes, al igual que cualquier otra persona, vienen a un nuevo país por diversas razones, como buscar mejores oportunidades de vida, educación o trabajo. La diversidad religiosa y cultural es esencial para una sociedad saludable y tolerante.",1,3,2,3,0,2,,MUSULMANES
3000,Los musulmanes son gente violenta.,El Islam es una religión de paz. Y la mayoría de los musulmanes del mundo son pacíficos.,No es justo generalizar a toda una comunidad religiosa basándose en las acciones de unos pocos extremistas. La mayoría de los musulmanes son personas pacíficas y respetuosas que contribuyen a la sociedad de manera positiva.,1,3,2,3,0,2,,MUSULMANES
3001,"Los musulmanes son poco más que animales, no tienen valor como seres humanos.","Los musulmanes tienen valor como seres humanos, eso es lo que son.","No estoy de acuerdo con esta afirmación. Los musulmanes son seres humanos, al igual que cualquier otra persona, y merecen respeto y dignidad. Todos tenemos diferentes creencias y culturas, pero eso no nos hace menos humanos ni menos valiosos. Es importante recordar la diversidad y la inclusión en nuestra sociedad y tratar a todos con igualdad y respeto.",1,3,3,3,0,2,añade una frase para ajustarse mejor al hatespeech,MUSULMANES
3002,"Los musulmanes no son bienvenidos en nuestro país, son peligrosos.","Esto no es cierto. Incluso si una persona practica una religión que usted no aprueba, no puede esperar que sea más probable que cometa un delito.","Es importante recordar que no se puede generalizar a toda una comunidad basándose en las acciones de unos pocos individuos. La inmensa mayoría de los musulmanes son ciudadanos pacíficos y respetuosos, que enriquecen a nuestras sociedades con su cultura y valores. No debemos permitir que el miedo y la discriminación nos dividan.",1,3,3,3,0,2,,MUSULMANES
3003,El Islam es un cáncer para la raza europea.,¿Por qué dices esto de una religión? ¿Dónde están las pruebas de lo que dice?,"El Islam es una religión con más de mil millones de seguidores en todo el mundo, y como cualquier otra fe, tiene una amplia variedad de creencias y prácticas. Estigmatizar a toda una religión como un ""cáncer"" es injusto y perjudicial. En lugar de eso, deberíamos centrarnos en fomentar la tolerancia y el entendimiento entre las diferentes culturas y religiones.",1,3,3,3,0,2,,MUSULMANES
3004,Los musulmanes son un cáncer para nuestra raza.,"Son tan hermanos nuestros como los demás. Son nuestros primos, nuestros vecinos, y debemos acogerlos, independientemente de su religión.","Me gustaría recordarte que todos somos seres humanos, sin importar nuestra raza o religión. No debemos juzgar a las personas por sus creencias, sino por sus acciones y carácter. Fomentar el respeto y la comprensión mutua es la clave para vivir en armonía.",1,3,3,3,1,2,Juzgar a alguien por su carácter no me parece del todo correcto.,MUSULMANES
3005,Los musulmanes no son bienvenidos aquí. No son como nosotros. No quieren nuestro país.,"Quizá deberías conocer a alguno de ellos, pero te decepcionaría encontrarlos tan parecidos a nosotros y poco impresionados por tus deseos. Es muy triste que la discriminación esté tan extendida.","Entiendo que puedas tener preocupaciones sobre la integración de diferentes culturas, pero no podemos generalizar a todos los musulmanes como personas que no quieren ser parte de nuestra sociedad. La diversidad cultural es lo que enriquece a un país y fomenta la comprensión y la tolerancia. Debemos esforzarnos por ser inclusivos y respetuosos con todas las comunidades.",1,3,3,3,0,2,,MUSULMANES
3006,El Islam es una secta. No tiene cabida en las sociedades del siglo XXI.,¿Qué quiere decir con que el Islam es una secta? ¿Tiene alguna prueba de esta afirmación?,"El Islam es una religión con miles de millones de seguidores en todo el mundo y ha existido durante siglos. Las sociedades del siglo XXI deben ser inclusivas y respetar las creencias y costumbres de todos, independientemente de su fe. La discriminación y la intolerancia no tienen cabida en un mundo moderno y progresista.",1,3,3,3,0,2,,MUSULMANES
3007,Los musulmanes no son bienvenidos aquí. No son como nosotros y no pueden coexistir pacíficamente con nosotros.,"No hay pruebas de que el islam sea un problema en general, o en el Reino Unido en concreto, y no hay pruebas de que los musulmanes sean menos capaces de coexistir pacíficamente que los no musulmanes.","No estoy de acuerdo con esta afirmación. Los musulmanes, como cualquier otro grupo de personas, tienen diferentes antecedentes, creencias y valores. No se puede generalizar a todos los musulmanes como incapaces de coexistir pacíficamente con otros. En realidad, hay muchos ejemplos de comunidades diversas en las que personas de diferentes religiones y culturas conviven en armonía y respeto mutuo.",1,3,3,3,0,0,Buena contranarrativa,MUSULMANES
3008,"Tenemos que impedir que los musulmanes vengan aquí, no son como nosotros y no los queremos.","No se puede detener a los musulmanes. Tendría que ser una política de Estado, pero gracias a Dios es muy improbable una prohibición basada en la religión en un país democrático.","Todos tenemos diferencias culturales y religiosas, pero eso no significa que no podamos convivir en armonía y aprender unos de otros. La diversidad enriquece nuestra sociedad y fomenta la comprensión y la tolerancia mutua.",1,3,2,3,0,2,,MUSULMANES
3009,"Deberíamos prohibir a todos los musulmanes, aquí no se les quiere.","Ya es hora de que la gente empiece a pensar críticamente sobre las políticas que parecen diseñadas para incluir a una minoría, en lugar de crear nuevas oportunidades sociales y políticas exclusivamente para la mayoría.","La diversidad cultural y religiosa enriquece nuestras comunidades y fomenta la comprensión y la tolerancia. Prohibir a un grupo entero de personas basándose en su religión es injusto y va en contra de los valores democráticos y la libertad de creencia. En lugar de excluir, debemos centrarnos en la inclusión y el respeto mutuo.",1,3,3,3,0,2,,MUSULMANES
